GroupBy,fitzpatrick,sex,ageGroup,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
"fitzpatrick, ageGroup",5.0,,25-29,22,0.37,0.14,0.55,0.15,12.0,10.0,10.0,56.0,0.49,2.0,7.0,0.37,12.0,1.0,0.33,4.0,1.0,0.07,13.0,4.0,0.5,0.0,1.0,0.05,21.0,0.0,0.0,4.0,1.0,0.09,10.0,7.0,0.64
"fitzpatrick, ageGroup",5.0,,30-34,10,0.67,0.03,0.9,0.03,9.0,1.0,1.0,29.0,0.889,1.0,0.0,0.0,7.0,2.0,0.67,0.0,1.0,0.12,7.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0
"fitzpatrick, ageGroup",5.0,,35-39,5,0.67,0.06,0.8,0.07,4.0,1.0,1.0,14.0,0.889,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.25,3.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.67
"fitzpatrick, ageGroup",5.0,,40-44,2,0.0,0.25,0.0,0.33,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",5.0,,45-49,4,0.17,0.31,0.5,0.17,2.0,2.0,2.0,10.0,0.333,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.67
"fitzpatrick, ageGroup",5.0,,50-54,6,0.75,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0
"fitzpatrick, ageGroup",5.0,,55-59,11,0.62,0.06,0.82,0.06,9.0,2.0,2.0,31.0,0.833,1.0,0.0,0.0,7.0,3.0,0.75,1.0,1.0,0.14,6.0,3.0,0.75,0.0,0.0,0.0,8.0,3.0,1.0,0.0,1.0,0.09,10.0,0.0,0.0
"fitzpatrick, ageGroup",5.0,,60-64,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,00-04,20,0.37,0.16,0.55,0.15,11.0,9.0,9.0,51.0,0.49,2.0,2.0,0.12,15.0,1.0,0.33,4.0,2.0,0.22,7.0,7.0,0.64,0.0,3.0,0.15,17.0,0.0,0.0,3.0,2.0,0.14,12.0,3.0,0.5
"fitzpatrick, ageGroup",6.0,,05-09,28,0.45,0.05,0.93,0.02,26.0,2.0,2.0,82.0,0.6,1.0,1.0,0.04,26.0,0.0,0.0,0.0,1.0,0.17,5.0,22.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,23.0,4.0,0.8
"fitzpatrick, ageGroup",6.0,,10-14,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,15-19,6,0.25,0.21,0.5,0.17,3.0,3.0,3.0,15.0,0.5,2.0,0.0,0.0,3.0,1.0,0.33,1.0,2.0,0.67,1.0,2.0,0.67,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.17,5.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,20-24,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"fitzpatrick, ageGroup",6.0,,25-29,2,0.25,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,30-34,6,0.38,0.08,0.67,0.11,4.0,2.0,2.0,16.0,0.75,0.0,2.0,0.33,4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.5,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,35-39,6,0.19,0.21,0.33,0.22,2.0,4.0,4.0,14.0,0.375,3.0,0.0,0.0,2.0,1.0,0.25,1.0,2.0,0.5,2.0,1.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.33,4.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,40-44,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup",6.0,,50-54,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup",,f,00-04,123,0.74,0.09,0.73,0.09,90.0,33.0,33.0,336.0,0.741,10.0,12.0,0.13,77.0,24.0,0.71,2.0,6.0,0.06,103.0,12.0,0.86,4.0,9.0,0.11,73.0,37.0,0.9,17.0,6.0,0.07,83.0,17.0,0.5
"sex, ageGroup",,f,05-09,75,0.78,0.06,0.81,0.06,61.0,14.0,14.0,211.0,0.773,4.0,5.0,0.08,61.0,5.0,0.56,2.0,4.0,0.06,58.0,11.0,0.85,4.0,2.0,0.04,51.0,18.0,0.82,4.0,3.0,0.07,41.0,27.0,0.87
"sex, ageGroup",,f,10-14,14,0.54,0.09,0.64,0.12,9.0,5.0,5.0,37.0,0.717,3.0,0.0,0.0,9.0,2.0,0.4,0.0,3.0,0.21,11.0,0.0,0.0,0.0,2.0,0.15,11.0,1.0,1.0,2.0,0.0,0.0,6.0,6.0,0.75
"sex, ageGroup",,f,15-19,18,0.57,0.09,0.72,0.09,13.0,5.0,5.0,49.0,0.756,4.0,0.0,0.0,8.0,6.0,0.6,1.0,3.0,0.2,12.0,2.0,0.67,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.15,11.0,5.0,1.0
"sex, ageGroup",,f,20-24,17,0.46,0.04,0.88,0.04,15.0,2.0,2.0,49.0,0.619,1.0,1.0,0.06,15.0,0.0,0.0,1.0,0.0,0.0,10.0,6.0,0.86,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.12,7.0,9.0,1.0
"sex, ageGroup",,f,25-29,28,0.43,0.13,0.61,0.13,17.0,11.0,11.0,73.0,0.426,4.0,4.0,0.19,17.0,3.0,0.43,4.0,3.0,0.14,18.0,3.0,0.43,1.0,2.0,0.07,25.0,0.0,0.0,2.0,2.0,0.13,13.0,11.0,0.85
"sex, ageGroup",,f,30-34,15,0.5,0.12,0.67,0.11,10.0,5.0,5.0,40.0,0.667,3.0,2.0,0.2,8.0,2.0,0.4,2.0,3.0,0.3,7.0,3.0,0.6,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0
"sex, ageGroup",,f,35-39,9,0.28,0.2,0.56,0.15,5.0,4.0,4.0,23.0,0.55,0.0,1.0,0.11,8.0,0.0,0.0,2.0,2.0,0.5,2.0,3.0,0.6,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,0.2,4.0,2.0,0.5
"sex, ageGroup",,f,40-44,10,0.54,0.1,0.8,0.07,8.0,2.0,2.0,28.0,0.722,1.0,0.0,0.0,8.0,1.0,0.5,0.0,2.0,0.4,3.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.67
"sex, ageGroup",,f,45-49,4,0.38,0.12,0.75,0.08,3.0,1.0,1.0,11.0,0.75,1.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0
"sex, ageGroup",,f,50-54,12,0.59,0.1,0.75,0.08,9.0,3.0,3.0,33.0,0.786,2.0,0.0,0.0,8.0,2.0,0.5,1.0,1.0,0.2,4.0,6.0,0.86,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.18,9.0,1.0,1.0
"sex, ageGroup",,f,55-59,2,0.0,0.25,0.0,0.33,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup",,f,60-64,5,0.38,0.17,0.6,0.13,3.0,2.0,2.0,13.0,0.5,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.67,1.0,2.0,1.0
"sex, ageGroup",,f,65-69,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup",,m,00-04,144,0.77,0.08,0.76,0.08,110.0,34.0,34.0,398.0,0.769,16.0,8.0,0.08,96.0,24.0,0.6,3.0,7.0,0.06,118.0,16.0,0.84,7.0,9.0,0.09,86.0,42.0,0.86,8.0,10.0,0.09,98.0,28.0,0.78
"sex, ageGroup",,m,05-09,154,0.79,0.05,0.84,0.05,129.0,25.0,25.0,437.0,0.789,7.0,9.0,0.06,130.0,8.0,0.53,6.0,4.0,0.04,97.0,47.0,0.89,1.0,7.0,0.06,107.0,39.0,0.98,11.0,5.0,0.05,103.0,35.0,0.76
"sex, ageGroup",,m,10-14,45,0.8,0.06,0.8,0.07,36.0,9.0,9.0,126.0,0.799,1.0,6.0,0.15,34.0,4.0,0.8,5.0,1.0,0.03,29.0,10.0,0.67,1.0,1.0,0.03,38.0,5.0,0.83,2.0,1.0,0.04,25.0,17.0,0.89
"sex, ageGroup",,m,15-19,13,0.36,0.17,0.46,0.18,6.0,7.0,7.0,32.0,0.476,2.0,2.0,0.2,8.0,1.0,0.33,1.0,4.0,0.4,6.0,2.0,0.67,0.0,1.0,0.08,12.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,0.43
"sex, ageGroup",,m,20-24,30,0.44,0.15,0.6,0.13,18.0,12.0,12.0,78.0,0.589,5.0,3.0,0.14,19.0,3.0,0.38,2.0,5.0,0.23,17.0,6.0,0.75,0.0,1.0,0.03,29.0,0.0,0.0,5.0,3.0,0.19,13.0,9.0,0.64
"sex, ageGroup",,m,25-29,22,0.34,0.07,0.73,0.09,16.0,6.0,6.0,60.0,0.682,0.0,5.0,0.23,17.0,0.0,0.0,2.0,1.0,0.06,16.0,3.0,0.6,0.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,5.0,13.0,0.76
"sex, ageGroup",,m,30-34,17,0.74,0.08,0.76,0.08,13.0,4.0,4.0,47.0,0.742,1.0,2.0,0.14,12.0,2.0,0.67,1.0,2.0,0.17,10.0,4.0,0.8,1.0,0.0,0.0,14.0,2.0,0.67,1.0,0.0,0.0,11.0,5.0,0.83
"sex, ageGroup",,m,35-39,15,0.48,0.13,0.67,0.11,10.0,5.0,5.0,40.0,0.633,3.0,1.0,0.1,9.0,2.0,0.4,0.0,3.0,0.33,6.0,6.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,1.0,0.09,10.0,2.0,0.5
"sex, ageGroup",,m,40-44,7,0.2,0.29,0.57,0.14,4.0,3.0,3.0,18.0,0.267,1.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.8,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.17,5.0,0.0,0.0
"sex, ageGroup",,m,45-49,6,0.5,0.12,0.67,0.11,4.0,2.0,2.0,16.0,0.667,0.0,1.0,0.25,3.0,2.0,1.0,1.0,1.0,0.25,3.0,1.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.5
"sex, ageGroup",,m,50-54,6,0.44,0.04,0.83,0.06,5.0,1.0,1.0,17.0,0.875,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.75,0.0,1.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0
"sex, ageGroup",,m,55-59,14,0.62,0.08,0.79,0.07,11.0,3.0,3.0,39.0,0.821,1.0,1.0,0.1,9.0,3.0,0.75,2.0,1.0,0.14,6.0,5.0,0.71,0.0,0.0,0.0,11.0,3.0,1.0,0.0,1.0,0.07,13.0,0.0,0.0
"sex, ageGroup",,m,60-64,2,0.0,0.25,0.0,0.33,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"sex, ageGroup",,m,75-79,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",1.0,m,05-09,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,00-04,59,0.82,0.09,0.73,0.09,43.0,16.0,16.0,161.0,0.817,2.0,10.0,0.22,36.0,11.0,0.85,0.0,1.0,0.02,55.0,3.0,1.0,2.0,5.0,0.12,37.0,15.0,0.88,12.0,0.0,0.0,33.0,14.0,0.54
"fitzpatrick, sex, ageGroup",3.0,f,05-09,29,0.82,0.06,0.83,0.06,24.0,5.0,5.0,82.0,0.817,0.0,3.0,0.11,24.0,2.0,1.0,1.0,1.0,0.04,25.0,2.0,0.67,3.0,0.0,0.0,20.0,6.0,0.67,1.0,1.0,0.07,13.0,14.0,0.93
"fitzpatrick, sex, ageGroup",3.0,f,10-14,5,0.12,0.15,0.4,0.2,2.0,3.0,3.0,12.0,0.25,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.4,3.0,0.0,0.0,0.0,1.0,0.2,4.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.5
"fitzpatrick, sex, ageGroup",3.0,f,15-19,7,0.42,0.04,0.86,0.05,6.0,1.0,1.0,20.0,0.833,1.0,0.0,0.0,4.0,2.0,0.67,0.0,1.0,0.14,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,20-24,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,25-29,7,0.38,0.04,0.86,0.05,6.0,1.0,1.0,20.0,0.75,1.0,0.0,0.0,5.0,1.0,0.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.14,6.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,30-34,4,0.25,0.25,0.5,0.17,2.0,2.0,2.0,10.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,35-39,2,0.12,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,40-44,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,45-49,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,50-54,4,0.33,0.15,0.5,0.17,2.0,2.0,2.0,10.0,0.667,2.0,0.0,0.0,1.0,1.0,0.33,0.0,1.0,0.33,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.25,3.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,55-59,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,60-64,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,00-04,63,0.8,0.09,0.75,0.08,47.0,16.0,16.0,173.0,0.799,8.0,4.0,0.09,39.0,12.0,0.6,0.0,4.0,0.07,56.0,3.0,1.0,4.0,4.0,0.1,37.0,18.0,0.82,4.0,4.0,0.09,41.0,14.0,0.78
"fitzpatrick, sex, ageGroup",3.0,m,05-09,46,0.78,0.05,0.85,0.05,39.0,7.0,7.0,131.0,0.782,2.0,2.0,0.05,40.0,2.0,0.5,2.0,1.0,0.03,29.0,14.0,0.88,1.0,2.0,0.06,29.0,14.0,0.93,2.0,2.0,0.06,33.0,9.0,0.82
"fitzpatrick, sex, ageGroup",3.0,m,10-14,14,0.69,0.02,0.93,0.02,13.0,1.0,1.0,41.0,0.917,1.0,0.0,0.0,10.0,3.0,0.75,0.0,0.0,0.0,12.0,2.0,1.0,0.0,1.0,0.07,13.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0
"fitzpatrick, sex, ageGroup",3.0,m,15-19,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,20-24,10,0.54,0.14,0.6,0.13,6.0,4.0,4.0,26.0,0.722,1.0,3.0,0.43,4.0,2.0,0.67,0.0,1.0,0.11,8.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,0.5
"fitzpatrick, sex, ageGroup",3.0,m,25-29,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"fitzpatrick, sex, ageGroup",3.0,m,30-34,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,35-39,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
