GroupBy,fitzpatrick,sex,ageGroup,country,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
"fitzpatrick, sex, country",4.0,f,,Tanzania,4,0.19,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.75,1.0,0.0,0.0,0.0,3.0,0.75,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, country",4.0,m,,Madagascar,97,0.4,0.14,0.62,0.13,60.0,37.0,37.0,254.0,0.406,9.0,11.0,0.14,69.0,8.0,0.47,13.0,14.0,0.18,62.0,8.0,0.38,2.0,3.0,0.03,92.0,0.0,0.0,13.0,9.0,0.22,31.0,44.0,0.77
"fitzpatrick, sex, country",4.0,m,,Malawi,28,0.58,0.06,0.79,0.07,22.0,6.0,6.0,78.0,0.778,6.0,0.0,0.0,19.0,3.0,0.33,0.0,0.0,0.0,21.0,7.0,1.0,0.0,2.0,0.12,14.0,12.0,1.0,0.0,4.0,0.14,24.0,0.0,0.0
"fitzpatrick, sex, country",5.0,f,,Madagascar,41,0.48,0.13,0.63,0.12,26.0,15.0,15.0,108.0,0.64,7.0,4.0,0.17,19.0,11.0,0.61,3.0,4.0,0.12,28.0,6.0,0.67,0.0,3.0,0.07,38.0,0.0,0.0,5.0,4.0,0.15,23.0,9.0,0.64
"fitzpatrick, sex, country",5.0,f,,Malawi,67,0.69,0.07,0.81,0.06,54.0,13.0,13.0,188.0,0.688,7.0,1.0,0.02,59.0,0.0,0.0,2.0,4.0,0.08,47.0,14.0,0.88,4.0,4.0,0.11,31.0,28.0,0.88,0.0,4.0,0.07,51.0,12.0,1.0
"fitzpatrick, sex, country",5.0,m,,Madagascar,86,0.6,0.12,0.67,0.11,58.0,28.0,28.0,230.0,0.605,9.0,11.0,0.17,55.0,11.0,0.55,10.0,7.0,0.11,56.0,13.0,0.57,1.0,2.0,0.02,82.0,1.0,0.5,8.0,8.0,0.18,37.0,33.0,0.8
"fitzpatrick, sex, country",5.0,m,,Malawi,133,0.71,0.1,0.74,0.09,98.0,35.0,35.0,364.0,0.712,8.0,2.0,0.02,119.0,4.0,0.33,0.0,0.0,0.0,112.0,21.0,1.0,1.0,28.0,0.31,61.0,43.0,0.98,26.0,5.0,0.06,72.0,30.0,0.54
"fitzpatrick, sex, country",5.0,m,,Tanzania,15,0.1,0.15,0.4,0.2,6.0,9.0,9.0,36.0,0.4,9.0,0.0,0.0,0.0,6.0,0.4,0.0,1.0,0.07,14.0,0.0,0.0,0.0,3.0,0.2,12.0,0.0,0.0,0.0,5.0,0.33,10.0,0.0,0.0
"fitzpatrick, sex, country",6.0,f,,Guinea,30,0.61,0.12,0.73,0.09,22.0,8.0,8.0,82.0,0.609,3.0,1.0,0.04,23.0,3.0,0.5,1.0,5.0,0.36,9.0,15.0,0.94,1.0,1.0,0.04,25.0,3.0,0.75,3.0,1.0,0.04,25.0,1.0,0.25
"fitzpatrick, sex, country",6.0,f,,Madagascar,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"fitzpatrick, sex, country",6.0,m,,Guinea,54,0.64,0.11,0.69,0.1,37.0,17.0,17.0,145.0,0.633,2.0,6.0,0.12,43.0,3.0,0.6,10.0,3.0,0.15,17.0,24.0,0.71,2.0,2.0,0.04,48.0,2.0,0.5,3.0,6.0,0.14,37.0,8.0,0.73
"fitzpatrick, sex, country",6.0,m,,Madagascar,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"fitzpatrick, ageGroup, country",3.0,,00-04,Madagascar,33,0.38,0.19,0.61,0.13,20.0,13.0,13.0,86.0,0.381,6.0,5.0,0.5,5.0,17.0,0.74,1.0,6.0,0.19,25.0,1.0,0.5,1.0,2.0,0.06,30.0,0.0,0.0,5.0,0.0,0.0,26.0,2.0,0.29
"fitzpatrick, ageGroup, country",3.0,,00-04,Malawi,128,0.79,0.08,0.77,0.08,99.0,29.0,29.0,355.0,0.787,7.0,6.0,0.06,94.0,21.0,0.75,1.0,6.0,0.05,115.0,6.0,0.86,10.0,9.0,0.1,79.0,30.0,0.75,11.0,8.0,0.11,67.0,42.0,0.79
"fitzpatrick, ageGroup, country",3.0,,05-09,Madagascar,7,0.28,0.2,0.57,0.14,4.0,3.0,3.0,18.0,0.55,2.0,1.0,0.5,1.0,3.0,0.6,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.5,0.0,2.0,0.29,5.0,0.0,0.0
"fitzpatrick, ageGroup, country",3.0,,05-09,Malawi,54,0.66,0.12,0.63,0.12,34.0,20.0,20.0,142.0,0.665,5.0,5.0,0.11,40.0,4.0,0.44,6.0,2.0,0.05,36.0,10.0,0.62,9.0,5.0,0.16,27.0,13.0,0.59,0.0,8.0,0.17,39.0,7.0,1.0
"fitzpatrick, ageGroup, country",3.0,,10-14,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup, country",3.0,,10-14,Madagascar,14,0.59,0.13,0.71,0.1,10.0,4.0,4.0,38.0,0.789,3.0,1.0,0.25,3.0,7.0,0.7,0.0,1.0,0.08,12.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,2.0,0.18,9.0,2.0,0.67
"fitzpatrick, ageGroup, country",3.0,,15-19,Madagascar,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup, country",3.0,,20-24,Madagascar,8,0.42,0.1,0.62,0.12,5.0,3.0,3.0,21.0,0.556,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.29,5.0,1.0,1.0,0.0,1.0,0.12,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.67
"fitzpatrick, ageGroup, country",3.0,,25-29,Madagascar,15,0.62,0.06,0.87,0.04,13.0,2.0,2.0,43.0,0.822,1.0,0.0,0.0,12.0,2.0,0.67,0.0,1.0,0.12,7.0,7.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0,0.1,9.0,4.0,0.8
"fitzpatrick, ageGroup, country",3.0,,30-34,Madagascar,3,0.38,0.12,0.67,0.11,2.0,1.0,1.0,8.0,0.75,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0
"fitzpatrick, ageGroup, country",3.0,,35-39,Madagascar,8,0.1,0.19,0.25,0.25,2.0,6.0,6.0,18.0,0.2,0.0,2.0,0.25,6.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.4,0.0,4.0,0.5,4.0,0.0,0.0
"fitzpatrick, ageGroup, country",3.0,,40-44,Madagascar,7,0.07,0.18,0.29,0.24,2.0,5.0,5.0,16.0,0.286,0.0,2.0,0.29,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.29,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.43,4.0,0.0,0.0
"fitzpatrick, ageGroup, country",3.0,,45-49,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, ageGroup, country",3.0,,45-49,Madagascar,5,0.2,0.05,0.8,0.07,4.0,1.0,1.0,14.0,0.8,1.0,0.0,0.0,0.0,4.0,0.8,0.0,1.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
"fitzpatrick, ageGroup, country",3.0,,50-54,Madagascar,14,0.42,0.18,0.57,0.14,8.0,6.0,6.0,36.0,0.556,2.0,2.0,0.25,6.0,4.0,0.67,1.0,0.0,0.0,12.0,1.0,0.5,0.0,1.0,0.07,13.0,0.0,0.0,3.0,3.0,0.38,5.0,3.0,0.5
"fitzpatrick, ageGroup, country",3.0,,55-59,Madagascar,4,0.12,0.12,0.5,0.17,2.0,2.0,2.0,10.0,0.5,0.0,2.0,0.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, ageGroup, country",4.0,,00-04,Madagascar,21,0.29,0.17,0.52,0.16,11.0,10.0,10.0,53.0,0.385,4.0,3.0,0.27,8.0,6.0,0.6,0.0,4.0,0.19,17.0,0.0,0.0,2.0,1.0,0.05,18.0,0.0,0.0,4.0,2.0,0.17,10.0,5.0,0.56
"fitzpatrick, ageGroup, country",4.0,,00-04,Malawi,31,0.29,0.12,0.68,0.11,21.0,10.0,10.0,83.0,0.576,6.0,0.0,0.0,22.0,3.0,0.33,0.0,0.0,0.0,31.0,0.0,0.0,4.0,2.0,0.22,7.0,18.0,0.82,0.0,8.0,0.26,23.0,0.0,0.0
"fitzpatrick, ageGroup, country",4.0,,00-04,Tanzania,4,0.19,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.75,1.0,0.0,0.0,0.0,3.0,0.75,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, ageGroup, country",4.0,,05-09,Madagascar,19,0.55,0.12,0.63,0.12,12.0,7.0,7.0,50.0,0.731,5.0,0.0,0.0,10.0,4.0,0.44,0.0,4.0,0.24,13.0,2.0,1.0,0.0,1.0,0.05,18.0,0.0,0.0,2.0,2.0,0.18,9.0,6.0,0.75
"fitzpatrick, ageGroup, country",4.0,,05-09,Malawi,18,0.17,0.08,0.67,0.11,12.0,6.0,6.0,48.0,0.667,0.0,0.0,0.0,18.0,0.0,0.0,0.0,6.0,0.33,12.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.67,0.0,0.0,0.0,18.0,0.0,0.0
"fitzpatrick, ageGroup, country",4.0,,10-14,Madagascar,13,0.36,0.12,0.54,0.15,7.0,6.0,6.0,33.0,0.727,0.0,2.0,0.18,9.0,2.0,1.0,0.0,3.0,0.23,10.0,0.0,0.0,0.0,1.0,0.08,12.0,0.0,0.0,6.0,0.0,0.0,2.0,5.0,0.45
"fitzpatrick, ageGroup, country",4.0,,10-14,Malawi,7,0.25,0.0,1.0,0.0,7.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
"fitzpatrick, ageGroup, country",4.0,,15-19,Madagascar,8,0.44,0.03,0.88,0.04,7.0,1.0,1.0,23.0,0.875,0.0,1.0,0.12,7.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.75,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0
"fitzpatrick, ageGroup, country",4.0,,20-24,Madagascar,21,0.32,0.12,0.67,0.11,14.0,7.0,7.0,56.0,0.639,0.0,3.0,0.14,18.0,0.0,0.0,5.0,0.0,0.0,12.0,4.0,0.44,0.0,2.0,0.1,19.0,0.0,0.0,2.0,2.0,0.22,7.0,10.0,0.83
"fitzpatrick, ageGroup, country",4.0,,25-29,Madagascar,36,0.5,0.12,0.75,0.08,27.0,9.0,9.0,99.0,0.669,1.0,4.0,0.14,25.0,6.0,0.86,5.0,1.0,0.03,28.0,2.0,0.29,0.0,0.0,0.0,36.0,0.0,0.0,3.0,4.0,0.29,10.0,19.0,0.86
"fitzpatrick, ageGroup, country",4.0,,30-34,Madagascar,29,0.56,0.12,0.72,0.09,21.0,8.0,8.0,79.0,0.557,0.0,4.0,0.15,23.0,2.0,1.0,4.0,1.0,0.04,22.0,2.0,0.33,2.0,0.0,0.0,27.0,0.0,0.0,2.0,3.0,0.3,7.0,17.0,0.89
"fitzpatrick, ageGroup, country",4.0,,35-39,Madagascar,13,0.25,0.16,0.38,0.21,5.0,8.0,8.0,31.0,0.5,0.0,8.0,0.62,5.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0
"fitzpatrick, ageGroup, country",4.0,,40-44,Madagascar,4,0.25,0.12,0.5,0.17,2.0,2.0,2.0,10.0,0.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
"fitzpatrick, ageGroup, country",4.0,,50-54,Madagascar,11,0.4,0.08,0.73,0.09,8.0,3.0,3.0,30.0,0.812,0.0,2.0,0.18,9.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,0.62,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.12,7.0,3.0,1.0
"fitzpatrick, ageGroup, country",4.0,,55-59,Madagascar,8,0.12,0.12,0.5,0.17,4.0,4.0,4.0,20.0,0.5,0.0,2.0,0.25,6.0,0.0,0.0,0.0,2.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.5
"fitzpatrick, ageGroup, country",4.0,,60-64,Madagascar,9,0.22,0.06,0.78,0.07,7.0,2.0,2.0,25.0,0.438,0.0,2.0,0.22,7.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.88,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0
"fitzpatrick, ageGroup, country",4.0,,65-69,Madagascar,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, ageGroup, country",5.0,,00-04,Madagascar,19,0.65,0.11,0.68,0.11,13.0,6.0,6.0,51.0,0.649,3.0,1.0,0.08,11.0,4.0,0.57,1.0,2.0,0.12,14.0,2.0,0.67,1.0,1.0,0.06,16.0,1.0,0.5,1.0,2.0,0.17,10.0,6.0,0.86
"fitzpatrick, ageGroup, country",5.0,,00-04,Malawi,99,0.76,0.06,0.84,0.05,83.0,16.0,16.0,281.0,0.764,8.0,2.0,0.02,85.0,4.0,0.33,2.0,4.0,0.05,79.0,14.0,0.88,5.0,5.0,0.09,50.0,39.0,0.89,1.0,5.0,0.07,67.0,26.0,0.96
"fitzpatrick, ageGroup, country",5.0,,00-04,Tanzania,12,0.12,0.12,0.5,0.17,6.0,6.0,6.0,30.0,0.5,6.0,0.0,0.0,0.0,6.0,0.5,0.0,1.0,0.08,11.0,0.0,0.0,0.0,3.0,0.25,9.0,0.0,0.0,0.0,2.0,0.17,10.0,0.0,0.0
"fitzpatrick, ageGroup, country",5.0,,05-09,Madagascar,9,0.32,0.15,0.44,0.19,4.0,5.0,5.0,22.0,0.643,5.0,0.0,0.0,2.0,2.0,0.29,0.0,1.0,0.14,6.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.44,5.0,0.0,0.0
"fitzpatrick, ageGroup, country",5.0,,05-09,Malawi,82,0.54,0.12,0.7,0.1,57.0,25.0,25.0,221.0,0.713,0.0,1.0,0.01,81.0,0.0,0.0,0.0,0.0,0.0,61.0,21.0,1.0,0.0,24.0,0.48,26.0,32.0,1.0,25.0,0.0,0.0,53.0,4.0,0.14
"fitzpatrick, ageGroup, country",5.0,,10-14,Madagascar,13,0.6,0.08,0.77,0.08,10.0,3.0,3.0,36.0,0.8,0.0,1.0,0.12,7.0,5.0,1.0,0.0,1.0,0.1,9.0,3.0,1.0,0.0,1.0,0.08,12.0,0.0,0.0,3.0,0.0,0.0,8.0,2.0,0.4
"fitzpatrick, ageGroup, country",5.0,,10-14,Malawi,19,0.25,0.18,0.63,0.12,12.0,7.0,7.0,50.0,0.5,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,0.16,16.0,0.0,0.0,0.0,4.0,0.57,3.0,12.0,1.0
"fitzpatrick, ageGroup, country",5.0,,15-19,Madagascar,11,0.47,0.05,0.82,0.06,9.0,2.0,2.0,31.0,0.63,0.0,2.0,0.2,8.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,0.89
"fitzpatrick, ageGroup, country",5.0,,15-19,Tanzania,3,0.0,0.25,0.0,0.33,0.0,3.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
"fitzpatrick, ageGroup, country",5.0,,20-24,Madagascar,13,0.32,0.13,0.62,0.13,8.0,5.0,5.0,34.0,0.643,0.0,3.0,0.23,10.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0,0.29,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.29,5.0,6.0,1.0
"fitzpatrick, ageGroup, country",5.0,,25-29,Madagascar,21,0.62,0.06,0.81,0.06,17.0,4.0,4.0,59.0,0.826,1.0,0.0,0.0,17.0,3.0,0.75,0.0,2.0,0.13,13.0,6.0,1.0,0.0,2.0,0.1,19.0,0.0,0.0,3.0,0.0,0.0,10.0,8.0,0.73
"fitzpatrick, ageGroup, country",5.0,,30-34,Madagascar,16,0.38,0.19,0.5,0.17,8.0,8.0,8.0,40.0,0.511,4.0,3.0,0.3,7.0,2.0,0.33,3.0,2.0,0.18,9.0,2.0,0.4,0.0,0.0,0.0,16.0,0.0,0.0,1.0,3.0,0.27,8.0,4.0,0.8
"fitzpatrick, ageGroup, country",5.0,,35-39,Madagascar,6,0.25,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
"fitzpatrick, ageGroup, country",5.0,,40-44,Madagascar,6,0.19,0.29,0.33,0.22,2.0,4.0,4.0,14.0,0.375,1.0,2.0,0.5,2.0,1.0,0.5,3.0,1.0,0.5,1.0,1.0,0.25,0.0,1.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, ageGroup, country",5.0,,50-54,Madagascar,7,0.33,0.15,0.43,0.19,3.0,4.0,4.0,17.0,0.667,0.0,3.0,0.43,4.0,0.0,0.0,0.0,1.0,0.17,5.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.33
"fitzpatrick, ageGroup, country",5.0,,55-59,Madagascar,6,0.17,0.08,0.67,0.11,4.0,2.0,2.0,16.0,0.667,2.0,0.0,0.0,0.0,4.0,0.67,0.0,1.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.17,5.0,0.0,0.0
"fitzpatrick, ageGroup, country",6.0,,00-04,Guinea,14,0.22,0.22,0.43,0.19,6.0,8.0,8.0,34.0,0.302,1.0,3.0,0.23,10.0,0.0,0.0,4.0,3.0,0.38,5.0,2.0,0.33,0.0,0.0,0.0,14.0,0.0,0.0,3.0,2.0,0.29,5.0,4.0,0.57
"fitzpatrick, ageGroup, country",6.0,,05-09,Guinea,26,0.61,0.08,0.88,0.04,23.0,3.0,3.0,75.0,0.614,1.0,0.0,0.0,24.0,1.0,0.5,1.0,1.0,0.25,3.0,21.0,0.95,0.0,0.0,0.0,25.0,1.0,1.0,1.0,2.0,0.08,23.0,0.0,0.0
"fitzpatrick, ageGroup, country",6.0,,10-14,Guinea,4,0.62,0.08,0.75,0.08,3.0,1.0,1.0,11.0,0.833,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.33,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5
"fitzpatrick, ageGroup, country",6.0,,15-19,Guinea,3,0.25,0.25,0.33,0.22,1.0,2.0,2.0,7.0,0.333,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, ageGroup, country",6.0,,20-24,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, ageGroup, country",6.0,,25-29,Guinea,10,0.69,0.11,0.7,0.1,7.0,3.0,3.0,27.0,0.688,1.0,1.0,0.12,7.0,1.0,0.5,1.0,2.0,0.33,4.0,3.0,0.75,1.0,0.0,0.0,8.0,1.0,0.5,0.0,0.0,0.0,8.0,2.0,1.0
"fitzpatrick, ageGroup, country",6.0,,25-29,Madagascar,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"fitzpatrick, ageGroup, country",6.0,,30-34,Guinea,5,0.33,0.19,0.4,0.2,2.0,3.0,3.0,12.0,0.444,1.0,1.0,0.25,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.33,0.0,2.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
"fitzpatrick, ageGroup, country",6.0,,30-34,Madagascar,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"fitzpatrick, ageGroup, country",6.0,,35-39,Guinea,12,0.79,0.07,0.75,0.08,9.0,3.0,3.0,33.0,0.792,0.0,0.0,0.0,9.0,3.0,1.0,2.0,0.0,0.0,6.0,4.0,0.67,1.0,0.0,0.0,10.0,1.0,0.5,0.0,3.0,0.27,8.0,1.0,1.0
"fitzpatrick, ageGroup, country",6.0,,40-44,Guinea,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, ageGroup, country",6.0,,45-49,Guinea,6,0.2,0.29,0.67,0.11,4.0,2.0,2.0,16.0,0.4,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.8,0.0,1.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, ageGroup, country",6.0,,60-64,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup, country",,f,00-04,Guinea,3,0.12,0.17,0.33,0.22,1.0,2.0,2.0,7.0,0.25,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
"sex, ageGroup, country",,f,00-04,Madagascar,24,0.16,0.26,0.54,0.15,13.0,11.0,11.0,61.0,0.31,8.0,2.0,0.67,1.0,13.0,0.62,0.0,5.0,0.21,19.0,0.0,0.0,0.0,2.0,0.08,22.0,0.0,0.0,3.0,2.0,0.1,19.0,0.0,0.0
