GroupBy,fitzpatrick,sex,ageGroup,country,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
"sex, ageGroup, country",,f,00-04,Malawi,110,0.83,0.07,0.8,0.07,88.0,22.0,22.0,308.0,0.83,1.0,6.0,0.06,93.0,10.0,0.91,2.0,5.0,0.05,89.0,14.0,0.88,8.0,7.0,0.11,59.0,36.0,0.82,11.0,4.0,0.06,67.0,28.0,0.72
"sex, ageGroup, country",,f,00-04,Tanzania,4,0.19,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.75,1.0,0.0,0.0,0.0,3.0,0.75,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"sex, ageGroup, country",,f,05-09,Guinea,6,0.25,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
"sex, ageGroup, country",,f,05-09,Madagascar,14,0.5,0.14,0.64,0.12,9.0,5.0,5.0,37.0,0.667,4.0,1.0,0.17,5.0,4.0,0.5,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.5,0.0,4.0,0.4,6.0,4.0,1.0
"sex, ageGroup, country",,f,05-09,Malawi,48,0.23,0.15,0.62,0.12,30.0,18.0,18.0,126.0,0.455,0.0,5.0,0.1,43.0,0.0,0.0,3.0,8.0,0.18,36.0,1.0,0.25,15.0,1.0,0.25,3.0,29.0,0.66,0.0,4.0,0.08,44.0,0.0,0.0
"sex, ageGroup, country",,f,10-14,Guinea,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup, country",,f,10-14,Madagascar,12,0.75,0.0,1.0,0.0,12.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0
"sex, ageGroup, country",,f,10-14,Malawi,19,0.25,0.18,0.63,0.12,12.0,7.0,7.0,50.0,0.5,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,0.16,16.0,0.0,0.0,0.0,4.0,0.57,3.0,12.0,1.0
"sex, ageGroup, country",,f,15-19,Guinea,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"sex, ageGroup, country",,f,15-19,Madagascar,7,0.62,0.05,0.86,0.05,6.0,1.0,1.0,20.0,0.833,0.0,1.0,0.2,4.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,0.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0
"sex, ageGroup, country",,f,20-24,Madagascar,21,0.28,0.16,0.52,0.16,11.0,10.0,10.0,53.0,0.367,1.0,3.0,0.15,17.0,0.0,0.0,5.0,2.0,0.18,9.0,5.0,0.5,0.0,3.0,0.14,18.0,0.0,0.0,4.0,2.0,0.18,9.0,6.0,0.6
"sex, ageGroup, country",,f,25-29,Guinea,6,0.62,0.08,0.83,0.06,5.0,1.0,1.0,17.0,0.833,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.33,2.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0
"sex, ageGroup, country",,f,25-29,Madagascar,39,0.58,0.08,0.79,0.07,31.0,8.0,8.0,109.0,0.778,2.0,3.0,0.1,27.0,7.0,0.78,1.0,1.0,0.03,34.0,3.0,0.75,0.0,2.0,0.05,37.0,0.0,0.0,5.0,2.0,0.15,11.0,21.0,0.81
"sex, ageGroup, country",,f,30-34,Guinea,3,0.5,0.12,0.67,0.11,2.0,1.0,1.0,8.0,0.667,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
"sex, ageGroup, country",,f,30-34,Madagascar,20,0.71,0.05,0.85,0.05,17.0,3.0,3.0,57.0,0.708,0.0,2.0,0.11,16.0,2.0,1.0,1.0,0.0,0.0,14.0,5.0,0.83,2.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.1,9.0,10.0,1.0
"sex, ageGroup, country",,f,35-39,Guinea,5,0.62,0.05,0.8,0.07,4.0,1.0,1.0,14.0,0.833,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.5,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.2,4.0,0.0,0.0
"sex, ageGroup, country",,f,35-39,Madagascar,13,0.35,0.18,0.31,0.23,4.0,9.0,9.0,30.0,0.467,0.0,5.0,0.38,8.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,8.0,2.0,0.4,0.0,4.0,0.36,7.0,2.0,1.0
"sex, ageGroup, country",,f,40-44,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup, country",,f,40-44,Madagascar,10,0.42,0.21,0.4,0.2,4.0,6.0,6.0,24.0,0.556,1.0,4.0,0.5,4.0,1.0,0.5,5.0,1.0,0.25,3.0,1.0,0.17,0.0,1.0,0.1,9.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
"sex, ageGroup, country",,f,45-49,Guinea,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"sex, ageGroup, country",,f,45-49,Madagascar,4,0.25,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"sex, ageGroup, country",,f,50-54,Madagascar,25,0.43,0.15,0.56,0.15,14.0,11.0,11.0,64.0,0.57,2.0,6.0,0.32,13.0,4.0,0.67,4.0,0.0,0.0,15.0,6.0,0.6,0.0,1.0,0.04,24.0,0.0,0.0,5.0,4.0,0.25,12.0,4.0,0.44
"sex, ageGroup, country",,f,55-59,Madagascar,14,0.29,0.16,0.57,0.14,8.0,6.0,6.0,36.0,0.583,2.0,2.0,0.25,6.0,4.0,0.67,0.0,3.0,0.21,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,1.0,0.17,5.0,4.0,0.5
"sex, ageGroup, country",,f,60-64,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup, country",,f,60-64,Madagascar,9,0.22,0.06,0.78,0.07,7.0,2.0,2.0,25.0,0.438,0.0,2.0,0.22,7.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.88,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0
"sex, ageGroup, country",,f,65-69,Madagascar,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"sex, ageGroup, country",,m,00-04,Guinea,11,0.23,0.2,0.45,0.18,5.0,6.0,6.0,27.0,0.467,0.0,3.0,0.27,8.0,0.0,0.0,4.0,1.0,0.2,4.0,2.0,0.33,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,0.33,4.0,3.0,0.6
"sex, ageGroup, country",,m,00-04,Madagascar,49,0.55,0.13,0.63,0.12,31.0,18.0,18.0,129.0,0.547,5.0,7.0,0.23,23.0,14.0,0.74,2.0,7.0,0.16,37.0,3.0,0.6,4.0,2.0,0.05,42.0,1.0,0.2,7.0,2.0,0.07,27.0,13.0,0.65
"sex, ageGroup, country",,m,00-04,Malawi,148,0.78,0.08,0.78,0.07,115.0,33.0,33.0,411.0,0.782,20.0,2.0,0.02,108.0,18.0,0.47,1.0,5.0,0.04,136.0,6.0,0.86,11.0,9.0,0.1,77.0,51.0,0.82,1.0,17.0,0.16,90.0,40.0,0.98
"sex, ageGroup, country",,m,00-04,Tanzania,12,0.12,0.12,0.5,0.17,6.0,6.0,6.0,30.0,0.5,6.0,0.0,0.0,0.0,6.0,0.5,0.0,1.0,0.08,11.0,0.0,0.0,0.0,3.0,0.25,9.0,0.0,0.0,0.0,2.0,0.17,10.0,0.0,0.0
"sex, ageGroup, country",,m,05-09,Guinea,20,0.61,0.09,0.85,0.05,17.0,3.0,3.0,57.0,0.609,1.0,0.0,0.0,18.0,1.0,0.5,1.0,1.0,0.25,3.0,15.0,0.94,0.0,0.0,0.0,19.0,1.0,1.0,1.0,2.0,0.11,17.0,0.0,0.0
"sex, ageGroup, country",,m,05-09,Madagascar,21,0.47,0.14,0.52,0.16,11.0,10.0,10.0,53.0,0.628,8.0,0.0,0.0,8.0,5.0,0.38,0.0,5.0,0.29,12.0,4.0,1.0,0.0,1.0,0.05,20.0,0.0,0.0,2.0,4.0,0.24,13.0,2.0,0.5
"sex, ageGroup, country",,m,05-09,Malawi,106,0.66,0.11,0.69,0.1,73.0,33.0,33.0,285.0,0.665,5.0,1.0,0.01,96.0,4.0,0.44,3.0,0.0,0.0,73.0,30.0,0.91,0.0,28.0,0.36,50.0,28.0,1.0,25.0,4.0,0.06,66.0,11.0,0.31
"sex, ageGroup, country",,m,10-14,Guinea,3,0.75,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
"sex, ageGroup, country",,m,10-14,Madagascar,28,0.52,0.16,0.54,0.15,15.0,13.0,13.0,71.0,0.693,3.0,4.0,0.21,15.0,6.0,0.67,0.0,5.0,0.19,21.0,2.0,1.0,0.0,2.0,0.07,26.0,0.0,0.0,10.0,2.0,0.18,9.0,7.0,0.41
"sex, ageGroup, country",,m,10-14,Malawi,7,0.25,0.0,1.0,0.0,7.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
"sex, ageGroup, country",,m,15-19,Guinea,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"sex, ageGroup, country",,m,15-19,Madagascar,13,0.39,0.04,0.85,0.05,11.0,2.0,2.0,37.0,0.783,0.0,2.0,0.15,11.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,0.67,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,0.9
"sex, ageGroup, country",,m,15-19,Tanzania,3,0.0,0.25,0.0,0.33,0.0,3.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
"sex, ageGroup, country",,m,20-24,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"sex, ageGroup, country",,m,20-24,Madagascar,21,0.32,0.11,0.76,0.08,16.0,5.0,5.0,58.0,0.643,0.0,3.0,0.14,18.0,0.0,0.0,5.0,0.0,0.0,14.0,2.0,0.29,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.0,0.29,5.0,14.0,1.0
"sex, ageGroup, country",,m,25-29,Guinea,4,0.25,0.16,0.5,0.17,2.0,2.0,2.0,10.0,0.333,1.0,1.0,0.33,2.0,0.0,0.0,1.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
"sex, ageGroup, country",,m,25-29,Madagascar,34,0.58,0.1,0.76,0.08,26.0,8.0,8.0,94.0,0.78,1.0,1.0,0.03,28.0,4.0,0.8,5.0,3.0,0.18,14.0,12.0,0.71,0.0,0.0,0.0,34.0,0.0,0.0,2.0,4.0,0.18,18.0,10.0,0.83
"sex, ageGroup, country",,m,30-34,Guinea,2,0.0,0.25,0.0,0.33,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"sex, ageGroup, country",,m,30-34,Madagascar,30,0.29,0.2,0.53,0.16,16.0,14.0,14.0,76.0,0.386,4.0,5.0,0.21,19.0,2.0,0.33,7.0,3.0,0.13,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,3.0,6.0,0.46,7.0,14.0,0.82
"sex, ageGroup, country",,m,35-39,Guinea,7,0.69,0.08,0.71,0.1,5.0,2.0,2.0,19.0,0.688,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.75,1.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.33,4.0,1.0,1.0
"sex, ageGroup, country",,m,35-39,Madagascar,14,0.25,0.09,0.64,0.12,9.0,5.0,5.0,37.0,0.5,0.0,5.0,0.36,9.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0
"sex, ageGroup, country",,m,40-44,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup, country",,m,40-44,Madagascar,7,0.1,0.36,0.29,0.24,2.0,5.0,5.0,16.0,0.2,2.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.4,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.43,4.0,0.0,0.0
"sex, ageGroup, country",,m,45-49,Guinea,5,0.2,0.05,0.8,0.07,4.0,1.0,1.0,14.0,0.8,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.8,0.0,1.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
"sex, ageGroup, country",,m,45-49,Madagascar,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup, country",,m,50-54,Madagascar,7,0.42,0.08,0.71,0.1,5.0,2.0,2.0,19.0,0.833,0.0,1.0,0.14,6.0,0.0,0.0,0.0,1.0,0.17,5.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.67
"sex, ageGroup, country",,m,55-59,Madagascar,4,0.12,0.12,0.5,0.17,2.0,2.0,2.0,10.0,0.5,0.0,2.0,0.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,f,00-04,Madagascar,14,0.17,0.09,0.64,0.12,9.0,5.0,5.0,37.0,0.346,4.0,0.0,0.0,1.0,9.0,0.69,0.0,3.0,0.21,11.0,0.0,0.0,0.0,2.0,0.14,12.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,f,00-04,Malawi,56,0.66,0.06,0.79,0.07,44.0,12.0,12.0,156.0,0.876,1.0,5.0,0.11,40.0,10.0,0.91,0.0,1.0,0.02,55.0,0.0,0.0,0.0,6.0,0.12,44.0,6.0,1.0,11.0,0.0,0.0,17.0,28.0,0.72
"fitzpatrick, sex, ageGroup, country",3.0,f,05-09,Madagascar,6,0.25,0.21,0.5,0.17,3.0,3.0,3.0,15.0,0.5,2.0,1.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.5,0.0,2.0,0.33,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,f,05-09,Malawi,26,0.21,0.17,0.54,0.15,14.0,12.0,12.0,66.0,0.42,0.0,5.0,0.19,21.0,0.0,0.0,3.0,2.0,0.09,20.0,1.0,0.25,9.0,1.0,0.25,3.0,13.0,0.59,0.0,4.0,0.15,22.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,f,10-14,Madagascar,7,0.75,0.0,1.0,0.0,7.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0
"fitzpatrick, sex, ageGroup, country",3.0,f,15-19,Madagascar,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,f,20-24,Madagascar,5,0.33,0.18,0.4,0.2,2.0,3.0,3.0,12.0,0.444,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.2,4.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.33
"fitzpatrick, sex, ageGroup, country",3.0,f,25-29,Madagascar,10,0.67,0.04,0.9,0.03,9.0,1.0,1.0,29.0,0.889,1.0,0.0,0.0,7.0,2.0,0.67,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.17,5.0,4.0,1.0
"fitzpatrick, sex, ageGroup, country",3.0,f,30-34,Madagascar,3,0.38,0.12,0.67,0.11,2.0,1.0,1.0,8.0,0.75,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0
"fitzpatrick, sex, ageGroup, country",3.0,f,35-39,Madagascar,8,0.1,0.19,0.25,0.25,2.0,6.0,6.0,18.0,0.2,0.0,2.0,0.25,6.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.4,0.0,4.0,0.5,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,f,40-44,Madagascar,2,0.0,0.25,0.0,0.33,0.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,f,45-49,Madagascar,4,0.25,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,f,50-54,Madagascar,14,0.42,0.18,0.57,0.14,8.0,6.0,6.0,36.0,0.556,2.0,2.0,0.25,6.0,4.0,0.67,1.0,0.0,0.0,12.0,1.0,0.5,0.0,1.0,0.07,13.0,0.0,0.0,3.0,3.0,0.38,5.0,3.0,0.5
"fitzpatrick, sex, ageGroup, country",3.0,m,00-04,Madagascar,19,0.41,0.18,0.58,0.14,11.0,8.0,8.0,49.0,0.408,2.0,5.0,0.56,4.0,8.0,0.8,1.0,3.0,0.18,14.0,1.0,0.5,1.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,13.0,2.0,0.33
"fitzpatrick, sex, ageGroup, country",3.0,m,00-04,Malawi,72,0.8,0.08,0.76,0.08,55.0,17.0,17.0,199.0,0.803,6.0,1.0,0.02,54.0,11.0,0.65,1.0,5.0,0.08,60.0,6.0,0.86,10.0,3.0,0.08,35.0,24.0,0.71,0.0,8.0,0.14,50.0,14.0,1.0
"fitzpatrick, sex, ageGroup, country",3.0,m,05-09,Madagascar,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,m,05-09,Malawi,28,0.55,0.08,0.71,0.1,20.0,8.0,8.0,76.0,0.731,5.0,0.0,0.0,19.0,4.0,0.44,3.0,0.0,0.0,16.0,9.0,0.75,0.0,4.0,0.14,24.0,0.0,0.0,0.0,4.0,0.19,17.0,7.0,1.0
"fitzpatrick, sex, ageGroup, country",3.0,m,10-14,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,m,10-14,Madagascar,7,0.12,0.37,0.43,0.19,3.0,4.0,4.0,17.0,0.25,3.0,1.0,1.0,0.0,3.0,0.5,0.0,1.0,0.14,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.33,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,m,20-24,Madagascar,3,0.25,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
"fitzpatrick, sex, ageGroup, country",3.0,m,25-29,Madagascar,5,0.25,0.25,0.8,0.07,4.0,1.0,1.0,14.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,m,40-44,Madagascar,5,0.1,0.15,0.4,0.2,2.0,3.0,3.0,12.0,0.4,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.4,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.6,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,m,45-49,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,m,45-49,Madagascar,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",3.0,m,55-59,Madagascar,4,0.12,0.12,0.5,0.17,2.0,2.0,2.0,10.0,0.5,0.0,2.0,0.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,f,00-04,Madagascar,7,0.15,0.34,0.43,0.19,3.0,4.0,4.0,17.0,0.3,2.0,2.0,1.0,0.0,3.0,0.6,0.0,1.0,0.14,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.2,4.0,0.0,0.0
