GroupBy,fitzpatrick,sex,ageGroup,country,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
"fitzpatrick, sex, ageGroup, country",4.0,f,00-04,Malawi,22,0.2,0.04,0.82,0.06,18.0,4.0,4.0,62.0,0.818,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.82,0.0,4.0,0.18,18.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,f,00-04,Tanzania,4,0.19,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.75,1.0,0.0,0.0,0.0,3.0,0.75,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,f,05-09,Madagascar,6,0.5,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
"fitzpatrick, sex, ageGroup, country",4.0,f,05-09,Malawi,6,0.0,0.25,0.0,0.33,0.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,f,10-14,Madagascar,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,f,15-19,Madagascar,5,0.38,0.05,0.8,0.07,4.0,1.0,1.0,14.0,0.75,0.0,1.0,0.2,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0
"fitzpatrick, sex, ageGroup, country",4.0,f,20-24,Madagascar,12,0.22,0.17,0.42,0.19,5.0,7.0,7.0,29.0,0.438,0.0,3.0,0.25,9.0,0.0,0.0,5.0,0.0,0.0,4.0,3.0,0.38,0.0,2.0,0.17,10.0,0.0,0.0,2.0,2.0,0.25,6.0,2.0,0.5
"fitzpatrick, sex, ageGroup, country",4.0,f,25-29,Madagascar,22,0.41,0.09,0.82,0.06,18.0,4.0,4.0,62.0,0.544,1.0,3.0,0.17,15.0,3.0,0.75,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,1.0,0.2,4.0,15.0,0.88
"fitzpatrick, sex, ageGroup, country",4.0,f,30-34,Madagascar,10,0.75,0.06,0.8,0.07,8.0,2.0,2.0,28.0,0.75,0.0,2.0,0.25,6.0,2.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0
"fitzpatrick, sex, ageGroup, country",4.0,f,35-39,Madagascar,5,0.25,0.15,0.4,0.2,2.0,3.0,3.0,12.0,0.5,0.0,3.0,0.6,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
"fitzpatrick, sex, ageGroup, country",4.0,f,40-44,Madagascar,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"fitzpatrick, sex, ageGroup, country",4.0,f,50-54,Madagascar,7,0.14,0.11,0.57,0.14,4.0,3.0,3.0,18.0,0.571,0.0,2.0,0.29,5.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.57,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.14,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,f,55-59,Madagascar,8,0.12,0.12,0.5,0.17,4.0,4.0,4.0,20.0,0.5,0.0,2.0,0.25,6.0,0.0,0.0,0.0,2.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.5
"fitzpatrick, sex, ageGroup, country",4.0,f,60-64,Madagascar,9,0.22,0.06,0.78,0.07,7.0,2.0,2.0,25.0,0.438,0.0,2.0,0.22,7.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.88,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,f,65-69,Madagascar,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,m,00-04,Madagascar,14,0.33,0.14,0.57,0.14,8.0,6.0,6.0,36.0,0.438,2.0,1.0,0.11,8.0,3.0,0.6,0.0,3.0,0.21,11.0,0.0,0.0,2.0,1.0,0.08,11.0,0.0,0.0,2.0,1.0,0.14,6.0,5.0,0.71
"fitzpatrick, sex, ageGroup, country",4.0,m,00-04,Malawi,9,0.08,0.16,0.33,0.22,3.0,6.0,6.0,21.0,0.333,6.0,0.0,0.0,0.0,3.0,0.33,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.22,7.0,0.0,0.0,0.0,4.0,0.44,5.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,m,05-09,Madagascar,13,0.45,0.16,0.46,0.18,6.0,7.0,7.0,32.0,0.595,5.0,0.0,0.0,6.0,2.0,0.29,0.0,4.0,0.36,7.0,2.0,1.0,0.0,1.0,0.08,12.0,0.0,0.0,2.0,2.0,0.22,7.0,2.0,0.5
"fitzpatrick, sex, ageGroup, country",4.0,m,05-09,Malawi,12,0.25,0.0,1.0,0.0,12.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,m,10-14,Madagascar,11,0.11,0.14,0.45,0.18,5.0,6.0,6.0,27.0,0.455,0.0,2.0,0.18,9.0,0.0,0.0,0.0,3.0,0.27,8.0,0.0,0.0,0.0,1.0,0.09,10.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.45
"fitzpatrick, sex, ageGroup, country",4.0,m,10-14,Malawi,7,0.25,0.0,1.0,0.0,7.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,m,15-19,Madagascar,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"fitzpatrick, sex, ageGroup, country",4.0,m,20-24,Madagascar,9,0.5,0.0,1.0,0.0,9.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0
"fitzpatrick, sex, ageGroup, country",4.0,m,25-29,Madagascar,14,0.53,0.14,0.64,0.12,9.0,5.0,5.0,37.0,0.711,0.0,1.0,0.09,10.0,3.0,1.0,4.0,1.0,0.12,7.0,2.0,0.33,0.0,0.0,0.0,14.0,0.0,0.0,1.0,3.0,0.33,6.0,4.0,0.8
"fitzpatrick, sex, ageGroup, country",4.0,m,30-34,Madagascar,19,0.22,0.23,0.68,0.11,13.0,6.0,6.0,51.0,0.433,0.0,2.0,0.11,17.0,0.0,0.0,4.0,1.0,0.07,14.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,3.0,0.75,1.0,13.0,0.87
"fitzpatrick, sex, ageGroup, country",4.0,m,35-39,Madagascar,8,0.25,0.16,0.38,0.21,3.0,5.0,5.0,19.0,0.5,0.0,5.0,0.62,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0
"fitzpatrick, sex, ageGroup, country",4.0,m,40-44,Madagascar,2,0.0,0.25,0.0,0.33,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",4.0,m,50-54,Madagascar,4,0.5,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
"fitzpatrick, sex, ageGroup, country",5.0,f,00-04,Madagascar,3,0.08,0.16,0.33,0.22,1.0,2.0,2.0,7.0,0.333,2.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.33,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,f,00-04,Malawi,32,0.41,0.08,0.81,0.06,26.0,6.0,6.0,90.0,0.812,0.0,1.0,0.03,31.0,0.0,0.0,2.0,4.0,0.25,12.0,14.0,0.88,4.0,1.0,0.06,15.0,12.0,0.75,0.0,0.0,0.0,32.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,f,05-09,Madagascar,2,0.0,0.25,0.0,0.33,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,f,05-09,Malawi,16,0.25,0.0,1.0,0.0,16.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,f,10-14,Madagascar,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,f,10-14,Malawi,19,0.25,0.18,0.63,0.12,12.0,7.0,7.0,50.0,0.5,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,0.16,16.0,0.0,0.0,0.0,4.0,0.57,3.0,12.0,1.0
"fitzpatrick, sex, ageGroup, country",5.0,f,15-19,Madagascar,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,f,20-24,Madagascar,4,0.5,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
"fitzpatrick, sex, ageGroup, country",5.0,f,25-29,Madagascar,7,0.35,0.11,0.57,0.14,4.0,3.0,3.0,18.0,0.7,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.14,6.0,0.0,0.0,0.0,2.0,0.29,5.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.4
"fitzpatrick, sex, ageGroup, country",5.0,f,30-34,Madagascar,5,0.5,0.0,1.0,0.0,5.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0
"fitzpatrick, sex, ageGroup, country",5.0,f,40-44,Madagascar,6,0.19,0.29,0.33,0.22,2.0,4.0,4.0,14.0,0.375,1.0,2.0,0.5,2.0,1.0,0.5,3.0,1.0,0.5,1.0,1.0,0.25,0.0,1.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,f,50-54,Madagascar,4,0.33,0.12,0.5,0.17,2.0,2.0,2.0,10.0,0.667,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.33
"fitzpatrick, sex, ageGroup, country",5.0,f,55-59,Madagascar,6,0.17,0.08,0.67,0.11,4.0,2.0,2.0,16.0,0.667,2.0,0.0,0.0,0.0,4.0,0.67,0.0,1.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.17,5.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,m,00-04,Madagascar,16,0.7,0.08,0.75,0.08,12.0,4.0,4.0,44.0,0.693,1.0,1.0,0.08,11.0,3.0,0.75,1.0,1.0,0.08,12.0,2.0,0.67,1.0,1.0,0.07,13.0,1.0,0.5,1.0,1.0,0.11,8.0,6.0,0.86
"fitzpatrick, sex, ageGroup, country",5.0,m,00-04,Malawi,67,0.56,0.06,0.85,0.05,57.0,10.0,10.0,191.0,0.754,8.0,1.0,0.02,54.0,4.0,0.33,0.0,0.0,0.0,67.0,0.0,0.0,1.0,4.0,0.1,35.0,27.0,0.96,1.0,5.0,0.12,35.0,26.0,0.96
"fitzpatrick, sex, ageGroup, country",5.0,m,00-04,Tanzania,12,0.12,0.12,0.5,0.17,6.0,6.0,6.0,30.0,0.5,6.0,0.0,0.0,0.0,6.0,0.5,0.0,1.0,0.08,11.0,0.0,0.0,0.0,3.0,0.25,9.0,0.0,0.0,0.0,2.0,0.17,10.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,m,05-09,Madagascar,7,0.35,0.12,0.57,0.14,4.0,3.0,3.0,18.0,0.7,3.0,0.0,0.0,2.0,2.0,0.4,0.0,1.0,0.2,4.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.29,5.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,m,05-09,Malawi,66,0.54,0.12,0.62,0.13,41.0,25.0,25.0,173.0,0.713,0.0,1.0,0.02,65.0,0.0,0.0,0.0,0.0,0.0,45.0,21.0,1.0,0.0,24.0,0.48,26.0,16.0,1.0,25.0,0.0,0.0,37.0,4.0,0.14
"fitzpatrick, sex, ageGroup, country",5.0,m,10-14,Madagascar,10,0.6,0.09,0.7,0.1,7.0,3.0,3.0,27.0,0.8,0.0,1.0,0.14,6.0,3.0,1.0,0.0,1.0,0.12,7.0,2.0,1.0,0.0,1.0,0.1,9.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.4
"fitzpatrick, sex, ageGroup, country",5.0,m,15-19,Madagascar,10,0.22,0.05,0.8,0.07,8.0,2.0,2.0,28.0,0.444,0.0,2.0,0.2,8.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.89
"fitzpatrick, sex, ageGroup, country",5.0,m,15-19,Tanzania,3,0.0,0.25,0.0,0.33,0.0,3.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",5.0,m,20-24,Madagascar,9,0.29,0.16,0.44,0.19,4.0,5.0,5.0,22.0,0.583,0.0,3.0,0.33,6.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.17,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.33,4.0,3.0,1.0
"fitzpatrick, sex, ageGroup, country",5.0,m,25-29,Madagascar,14,0.62,0.03,0.93,0.02,13.0,1.0,1.0,41.0,0.833,1.0,0.0,0.0,12.0,1.0,0.5,0.0,1.0,0.12,7.0,6.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0
"fitzpatrick, sex, ageGroup, country",5.0,m,30-34,Madagascar,11,0.21,0.3,0.27,0.24,3.0,8.0,8.0,25.0,0.278,4.0,3.0,0.6,2.0,2.0,0.33,3.0,2.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,3.0,0.33,6.0,1.0,0.5
"fitzpatrick, sex, ageGroup, country",5.0,m,35-39,Madagascar,6,0.25,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
"fitzpatrick, sex, ageGroup, country",5.0,m,50-54,Madagascar,3,0.08,0.16,0.33,0.22,1.0,2.0,2.0,7.0,0.333,0.0,1.0,0.33,2.0,0.0,0.0,0.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.33
"fitzpatrick, sex, ageGroup, country",6.0,f,00-04,Guinea,3,0.12,0.17,0.33,0.22,1.0,2.0,2.0,7.0,0.25,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
"fitzpatrick, sex, ageGroup, country",6.0,f,05-09,Guinea,6,0.25,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,f,10-14,Guinea,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,f,15-19,Guinea,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,f,25-29,Guinea,6,0.62,0.08,0.83,0.06,5.0,1.0,1.0,17.0,0.833,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.33,2.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,f,30-34,Guinea,3,0.5,0.12,0.67,0.11,2.0,1.0,1.0,8.0,0.667,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,f,30-34,Madagascar,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"fitzpatrick, sex, ageGroup, country",6.0,f,35-39,Guinea,5,0.62,0.05,0.8,0.07,4.0,1.0,1.0,14.0,0.833,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.5,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.2,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,f,40-44,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,f,45-49,Guinea,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,f,60-64,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,m,00-04,Guinea,11,0.23,0.2,0.45,0.18,5.0,6.0,6.0,27.0,0.467,0.0,3.0,0.27,8.0,0.0,0.0,4.0,1.0,0.2,4.0,2.0,0.33,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,0.33,4.0,3.0,0.6
"fitzpatrick, sex, ageGroup, country",6.0,m,05-09,Guinea,20,0.61,0.09,0.85,0.05,17.0,3.0,3.0,57.0,0.609,1.0,0.0,0.0,18.0,1.0,0.5,1.0,1.0,0.25,3.0,15.0,0.94,0.0,0.0,0.0,19.0,1.0,1.0,1.0,2.0,0.11,17.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,m,10-14,Guinea,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
"fitzpatrick, sex, ageGroup, country",6.0,m,15-19,Guinea,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,m,20-24,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup, country",6.0,m,25-29,Guinea,4,0.25,0.16,0.5,0.17,2.0,2.0,2.0,10.0,0.333,1.0,1.0,0.33,2.0,0.0,0.0,1.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
"fitzpatrick, sex, ageGroup, country",6.0,m,25-29,Madagascar,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,m,30-34,Guinea,2,0.0,0.25,0.0,0.33,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,m,35-39,Guinea,7,0.69,0.08,0.71,0.1,5.0,2.0,2.0,19.0,0.688,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.75,1.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.33,4.0,1.0,1.0
"fitzpatrick, sex, ageGroup, country",6.0,m,40-44,Guinea,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup, country",6.0,m,45-49,Guinea,4,0.19,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.75,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.75,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
